H  SOFTWARE NAME & VERSION
I  GPSU 4.04,
S SymbolSet=0

H : Data Source Is Ordnance Survey
H : Please Acknowledge If Re-Posting
  - Pub = Public Access (Not Guaranteed)
  - Pri = On Private Land - Permission Reqd
  - Pil = Pillar Is Intact
  - Stu = Only Stump / Base Remains
  - Rem = No Sign Of Pillar
  - Unk = State Of Pillar Unknown
  - Source Of Access Etc Data
  - Pass = Os Passive Stns
  - Int = Internet Trawl
  - Nm = Not On Current 50K Map
  - Mh = Height Is From Map
  - Mc = Coordinates Are From Map
  

H R DATUM
M E   Ord Srvy Grt Britn,075, 5.7360400E+02, 1.1960020E-05,375,-111,431

H  COORDINATE SYSTEM
U  BRITISH GRID

W,604204,NM,41270,56626,    73.0,Mingary Ard
W,604205,NT,55974,20659,   276.0,Minto Hill
W,604206,SP,91089,12489,   140.0,Miswell Farm Pri Pil S4508 Jd 02
W,604207,SO,90799,40518,    47.0,Moat Farm
W,604208,SJ,80274,75616,    79.0,Moat Hall stu  K Stevens
W,604209,NX,72390,75030,   317.0,Mochrum
W,604210,NX,30443,50053,   197.0,Mochrum Fell
W,604211,NS,26494,10035,   271.0,Mochrum Hill
W,604212,SJ,93263,36410,   225.0,Moddershall
W,604213,SJ,05597,09497,   336.0,Moel Bentyrch
W,604214,SH,86540,05120,   454.0,Moel Eiddew
W,604215,SJ,16164,62653,   554.0,Moel Fammau 2961 Pri Pil Pass 03 K Stevens
W,604216,SJ,11681,39797,   631.0,Moel Fferna pub rem K Stevens
W,604217,SJ,17105,57519,   467.0,Moel Gyw pil pub s3103 K Stevens
W,604218,SH,56481,46940,   783.0,Moel Hebog
W,604219,SO,00284,71274,   506.0,Moel Hywel 10336 Pri Pil Pass 02
W,604220,SJ,08711,74414,   290.0,Moel Maen-Efa pil pub K Stevens 07 04
W,604221,SJ,15967,45764,   550.0,Moel Morfydd pub pil s3104 K Stevens
W,604222,SH,74227,34009,   504.0,Moel Oernant
W,604223,SH,86095,57307,   468.0,Moel Seisiog
W,604224,SS,83236,87064,   320.0,Moel Tonmawr
W,604225,SS,85900,89368,   218.0,Moel Troed Y Rhiw
W,604226,SH,98479,65716,   401.0,Moel Tywysog
W,604227,SH,64966,69712,   580.0,Moel Wnion
W,604228,SH,65821,44860,   771.0,Moel Wyn
W,604229,SN,71268,91689,   521.0,Moel Y Llyn
W,604230,SJ,11934,70001,   398.0,Moel Y Parc pilpri K Stevens 07 04
W,604231,SH,65837,34592,   623.0,Moel Ysgyfarnogod
W,604232,SS,88510,90146,   346.0,Moelcynhordy
W,604233,SN,35561,16437,   153.0,Moelfre
W,604234,SO,01166,48405,   441.0,Moelfre Hill
W,604235,SH,95141,73372,   317.0,Moelfre Isaf S1624 Pri Pil Pass 02
W,604236,SH,89800,71601,   396.0,Moelfre Uchaf
W,604237,SH,54924,38906,   262.0,Moel-Y-Gest
W,604238,SN,86070,00384,   493.0,Moel-Yr-Hyrddod
W,604239,SH,51522,56193,   427.0,Moel-Y-Tryfan
W,604240,SJ,16838,53429,   412.0,Moel-Y-Waen pil pub s3101 K Stevens
W,604241,SO,55752,93523,   286.0,Mogg Forest
W,604242,SY,75594,83613,   134.0,Moigns Down
W,604243,NN,11334,28153,   642.0,Monadh Driseig
W,604244,NO,13118,19882,   185.0,Moncreiffe Hill
W,604245,NO,57922,80844,   498.0,Mondair
W,604246,SK,36742,18347,   164.0,Money Hill
W,604247,SU,50660,71472,   157.0,Moneys Allotment
W,604248,SE,35960,07760,   118.0,Monk Bretton
W,604249,TL,33075,59595,    72.0,Monk Field
W,604250,TL,38563,02427,    83.0,Monkhams Hall
W,604251,SX,93645,88743,    50.0,Monklands
W,604252,TL,56369,42544,   109.0,Monks Hall
W,604253,TL,22064,61599,    50.0,Monks Hardwick
W,604254,SO,76970,13300,    41.0,Monks Hill
W,604255,SO,87988,75849,   102.0,Monks View
W,604256,TQ,14280,56700,    62.0,Monksgreen
W,604257,NY,68505,94985,   513.0,Monkside
W,604258,NS,35345,44487,    74.0,Mont Greenan
W,604259,SD,80332,51257,   183.0,Monubent
W,604260,NY,37936,84694,   355.0,Monument Hill
W,604261,SJ,72938,15657,   132.0,Monument Hill
W,604262,SP,84888,06762,   257.0,Monument Hill S6207 Pub Pil Jd 02
W,604263,NT,87249,34731,   246.0,Monylaws
W,604264,NR,93638,37273,   341.0,Monyquil
W,604265,SE,76746,16961,     3.0,Moor Farm
W,604266,SM,82340,07081,    66.0,Moor Farm
W,604267,ND,19033,99964,   305.0,Moor Fea
W,604268,SD,64287,07494,   137.0,Moor Field
W,604269,SE,25742,37943,   109.0,Moor Grange
W,604270,TA,19215,52227,    24.0,Moor Hill
W,604271,NF,92845,83285,    94.0,Moor Hill (Berneray Island)
W,604272,NZ,39725,07664,    55.0,Moor House Farm
W,604273,SE,47373,19576,    71.0,Moor Lane
W,604274,SK,24496,62906,   324.0,Moor Plantations pil pub S4151 T Courtney
W,604275,SK,02964,55303,   401.0,Moor Top S2675 Pub Pil Pass 02
W,604276,NY,46059,55530,    55.0,Moor Yeat
W,604277,SO,38280,35096,   216.0,Moorhampton Hill
W,604278,NY,26557,50828,    45.0,Moorhouse Hall
W,604279,SP,69237,82641,   188.0,Moot Hill
W,604280,NZ,01073,75960,   258.0,Moot Law
W,604281,NN,71626,21171,   640.0,Mor Bheinn
W,604282,NT,77100,23882,   220.0,Morebattle Hill
W,604283,SP,78895,09057,    92.0,Moreton Farm
W,604284,TF,34245,00360,     6.0,Moretons Leam
W,604285,SN,54109,14749,   204.0,Morfa
W,604286,SO,50043,55726,   130.0,Morgans Hill
W,604287,SU,02968,66873,   260.0,Morgans Hill
W,604288,SK,37122,48829,   136.0,Morleyhill Farm
W,604289,NJ,98127,56956,   231.0,Mormond
W,604290,NO,13201,88642,   860.0,Morrone
W,604291,NJ,37672,04013,   871.0,Morven
W,604292,NK,02980,34170,    81.0,Moss Farm
W,604293,NZ,02064,21363,   308.0,Moss Mire
W,604294,SD,99067,13177,   467.0,Moss Moor
W,604295,ND,17613,50001,    99.0,Moss Of Knockglass
W,604296,NT,01919,09388,   521.0,Mosshope Bank
W,604297,NT,53071,39897,   291.0,Mosshouses Moor
W,604298,TQ,82751,68477,    15.0,Motney Hill
W,604299,SD,78683,71185,   428.0,Moughton
W,604300,NO,54964,84469,   779.0,Mount Battock S1584 Pri Pil Pass 02
W,604301,NO,16742,62973,   744.0,Mount Blair
W,604302,NH,64855,59011,   257.0,Mount Eagle Pub Pil Int 02
W,604303,SJ,22556,16674,   154.0,Mount Farm
W,604304,SU,31207,25024,    82.0,Mount Farm
W,604305,SX,66283,44958,   116.0,Mount Folly
W,604306,NO,33112,16490,   222.0,Mount Hill
W,604307,NZ,22581,60984,  8888.0,Mount Hooley Nm
W,604308,SZ,49387,87938,    84.0,Mount Joy
W,604309,NO,40904,86927,   939.0,Mount Keen
W,604310,NT,38722,48398,   516.0,Mount Main
W,604311,NT,14132,55533,   536.0,Mount Maw
W,604312,NJ,41732,28384,   521.0,Mount Of Haddoch
W,604313,SD,76390,24968,   309.0,Mount Pleasant pil s4424 I Smith 11 04
W,604314,SE,26377,57326,   157.0,Mount Pleasant
W,604315,TQ,35623,04542,   112.0,Mount Pleasant
W,604316,TQ,74844,09151,    51.0,Mount Resr
W,604317,TQ,25289,08399,   122.0,Mount Zion
W,604318,ND,25589,66635,    72.0,Mounthalie
W,604319,NS,86307,23311,   428.0,Mountherrick
W,604320,TQ,51279,47834,    74.0,Mountjoy Farm
W,604321,TQ,63573,97359,    79.0,Mountnessing
W,604322,SJ,85841,57540,   336.0,Mow Cop pub pil s2666 K Stevens
W,604323,NX,84822,57657,   151.0,Moyle Hill
W,604324,NR,68885,38883,   199.0,Muasdale
W,604325,HY,52781,27345,    28.0,Muckle Green Holm
W,604326,HU,32049,64720,   169.0,Muckle Roe
W,604327,NH,71356,43528,   152.0,Muckovie
W,604328,NS,55685,76907,   172.0,Mugdock Hill
W,604329,NH,63533,54779,   123.0,Muirends
W,604330,NT,51408,20701,   263.0,Muirfield
W,604331,NH,75204,61697,   217.0,Muirhead
W,604332,NN,83830,12783,   254.0,Muirhead
W,604333,NS,91838,73918,   198.0,Muirhead
W,604334,NO,60603,44301,    81.0,Muirheads Resr
W,604335,NT,63215,28660,   178.0,Muirhouselaw
W,604336,NS,50506,75249,   230.0,Muirhouses
W,604337,NB,47962,48935,   248.0,Muirnag
W,604338,NO,66240,62502,   107.0,Muirton
W,604339,NL,68893,94020,   154.0,Muldoanich
W,604340,HY,49843,54954,    48.0,Mull Head
W,604341,NR,27086,41555,   131.0,Mull Of Oa
W,604342,NF,76422,04877,    96.0,Mullach A'charnain (Gighay Island)
W,604343,NC,75209,64761,   188.0,Mullach An Aird
W,604344,NN,50434,81183,  1050.0,Mullach Iubhair
W,604345,NG,38668,01519,   304.0,Mullach Mor (Rhum)
W,604346,NX,63137,80661,   170.0,Mulloch Hill
W,604347,SS,62408,87568,    77.0,Mumbles Hill
W,604348,SD,11206,98317,   231.0,Muncaster Fell
W,604349,NO,38991,01739,    21.0,Municipal Golf Course
W,604350,NS,26970,74540,   234.0,Murdieston
W,604351,NN,94085,25251,   234.0,Murrays Hill
W,604352,NY,73487,23103,   594.0,Murton Pike
W,604353,NT,97979,49527,   109.0,Murton Whitehouse
W,604354,SK,11832,50080,   360.0,Musden Low pil pub s4125 K Stevens 05 04
W,604355,NY,78095,17459,   480.0,Musgrave Scar
W,604356,SP,64129,15296,   198.0,Muswell Hill S1460 Pub Pil Pass 02
W,604357,SN,00435,02348,    70.0,Mutton Hill
W,604358,SN,80435,36096,   302.0,Mwmffri
W,604359,SN,30488,20346,   152.0,Mydrim
W,604360,SN,70708,70255,   371.0,Myhecin Forest
W,604361,NS,69277,09396,   418.0,Mynwhirr Hill
W,604362,SO,02060,05580,   458.0,Mynydd Aberdar
W,604363,SN,10898,29009,   294.0,Mynydd Bach
W,604364,SS,87018,85569,   252.0,Mynydd Baiden
W,604365,SO,14515,06012,   486.0,Mynydd Bedwellty
W,604366,SN,65921,10586,   339.0,Mynydd Bettws
W,604367,SS,90598,97361,   528.0,Mynydd Blaen Gwynfi
W,604368,SH,47244,85418,   178.0,Mynydd Bodafon
W,604369,SS,79136,88565,   245.0,Mynydd Brombil
W,604370,SN,95329,03001,   510.0,Mynydd Bwllfa
W,604371,SS,89054,94405,   556.0,Mynydd Caerau
W,604372,SO,18716,08490,   550.0,Mynydd Carn-Y-Cefn
W,604373,SH,22658,33908,   182.0,Mynydd Cefnamwlch
W,604374,SH,45841,44965,   262.0,Mynydd Cenin
W,604375,SH,28885,24171,   118.0,Mynydd Cilan
W,604376,SH,93886,19650,   569.0,Mynydd Coch
W,604377,SJ,14413,50555,   329.0,Mynydd Cricor
W,604378,SN,62056,32684,   329.0,Mynydd Cynros
W,604379,SS,76075,91541,   258.0,Mynydd Dinas
W,604380,SN,72501,00175,   272.0,Mynydd Drumau
W,604381,ST,09709,90506,   383.0,Mynydd Eglwysilan
W,604382,SO,09495,39531,   400.0,Mynydd Fforest
W,604383,SO,28916,04319,   425.0,Mynydd Garn Wen
W,604384,SN,67800,01457,   213.0,Mynydd Gelli Wastad
W,604385,SO,20281,14491,   529.0,Mynydd Llangattwg
W,604386,SO,15718,26108,   507.0,Mynydd Llangorse
W,604387,SN,48235,13270,   263.0,Mynydd Llangyndeyrn
W,604388,SO,14703,15931,   541.0,Mynydd Llangynidr
W,604389,SN,53483,39501,   409.0,Mynydd Llanybyther
W,604390,SH,54034,78670,   158.0,Mynydd Llwydiarth
W,604391,ST,25995,97811,   473.0,Mynydd Maen S2978 Pri Pil Pass 02
W,604392,SN,76820,03768,   418.0,Mynydd March Hywel
W,604393,SS,81914,88856,   344.0,Mynydd Margam
W,604394,SJ,13287,28625,   534.0,Mynydd Mawr Pub Pil
W,604395,ST,11428,88294,   321.0,Mynydd Mayo
W,604396,SN,02178,36217,   308.0,Mynydd Melyn
W,604397,SM,87413,34117,    73.0,Mynydd Morfa
W,604398,SJ,24398,27427,   341.0,Mynydd Myfyr
W,604399,SN,57566,43223,   415.0,Mynydd Pen Carreg
W,604400,SH,22010,26582,   178.0,Mynydd Penarfynydd
W,604401,SS,99976,85276,   272.0,Mynydd Portreff
W,604402,SN,63410,04753,   263.0,Mynydd Pysgodlyn
W,604403,SN,47921,33472,   356.0,Mynydd Rhos Wen
W,604404,SN,50232,35469,   357.0,Mynydd Rhos-Y-Corn S2528 Pub Pil Pass 02
W,604405,SJ,05459,47741,   389.0,Mynydd Rhyd-Ddu
W,604406,SN,51534,08007,   285.0,Mynydd Sylen
W,604407,SH,32879,30921,   133.0,Mynydd Tir-Y-Cwmwd
W,604408,SO,16565,29231,   609.0,Mynydd Troed
W,604409,SN,94249,00505,   517.0,Mynydd Tynewydd
W,604410,SO,25016,06884,   544.0,Mynydd Varteg Fawr
W,604411,SS,94931,94059,   535.0,Mynydd William Meyrick
W,604413,SN,67711,05151,   318.0,Mynydd Y Gwair
W,604414,SH,18706,28468,   147.0,Mynydd Ystum
W,604415,SS,95370,85840,   296.0,Mynydd-Y-Gaer
W,604416,SH,31494,90674,   170.0,Mynydd-Y-Garn
W,604417,SN,98190,08816,   390.0,Mynydd-Y-Glog
W,604418,SJ,15350,22240,   390.0,Mynydd-Y-Glyn
W,604419,ST,03585,89448,   375.0,Mynydd-Y-Glyn
W,604420,ST,17643,90801,   356.0,Mynydd-Y-Grug
W,604421,NS,78074,82507,   213.0,Myot Hill
W,604422,NO,36968,18234,   173.0,Myrecairnie Hill
W,604423,ND,28560,58620,    48.0,Myrelandhorn
W,604424,NG,77067,07167,   583.0,Na Cruachan
W,604425,NM,97156,36940,   350.0,Na Maoilean
W,604426,SJ,94007,78837,   285.0,Nab Head pil pub s2754 K Stevens
W,604427,TA,04467,61494,    91.0,Nafferton Wold
W,604428,SH,91710,54055,   532.0,Nant Heilyn
W,604429,SS,91951,93244,   531.0,Nant-Hir
W,604430,NR,75422,47144,   285.0,Narachan Hill
W,604431,SX,32781,55426,   151.0,Narkurs Resr
W,604432,SM,97090,10332,    82.0,Nash
W,604433,NR,29230,76096,    34.0,Nave Island
W,604434,NC,70197,59036,   169.0,Naver Rock
W,604435,SD,43444,27229,    14.0,Naze Point
W,604436,SZ,19155,96936,    28.0,Nea Croft
W,604437,SS,76303,99745,   203.0,Neath Golf Course
W,604438,SU,07343,76414,   215.0,Nebo Farm
W,604439,TM,01972,49714,    92.0,Nedging Tye S2115 Pub Pil Pass 02
W,604440,HU,26908,58562,   108.0,Neeans
W,604441,NS,46981,55717,   205.0,Neilstonside Hill
W,604442,SJ,21445,58981,   378.0,Nerquis Mountain pil pri s3118 K Stevens
W,604443,HY,53882,21814,    33.0,Ness Of Ork
W,604444,SO,61147,92027,   249.0,Netchwood Common
W,604445,TM,14327,30941,    31.0,Nether Hall
W,604446,NS,39349,48281,   142.0,Nether Hill
W,604447,NT,42323,46543,   414.0,Nether Shiels
W,604448,TG,05428,29664,    63.0,Nethergate
W,604449,TL,14950,00653,   102.0,Netherwild Farm
W,604450,SU,47572,11770,    72.0,Netley Common
W,604451,SU,32655,12831,    40.0,Netley Marsh
W,604452,NY,71644,07849,   382.0,Nettle Hill
W,604453,SU,70286,87208,   211.0,Nettlebed Pri Rem Jd 02
W,604454,TF,00392,76110,    41.0,Nettleham
W,604455,NO,73290,97938,   107.0,Neuk
W,604456,TM,37306,50812,    25.0,Neutral Farm
W,604457,TL,87845,17116,    69.0,New Barn
W,604458,ST,99232,17702,   106.0,New Barn Farm
W,604459,TL,67063,26051,    95.0,New Barns
W,604460,TQ,64449,25853,    91.0,New Bines
W,604461,TF,81808,28769,    81.0,New Buildings Farm
W,604462,NY,11815,45962,    38.0,New Cowper
W,604463,SO,51016,28906,   120.0,New Croft
W,604464,SJ,89125,72619,   183.0,New Farm pil pub s2736 K Stevens
W,604465,TL,35176,52527,    77.0,New Farm
W,604466,NN,93198,22985,    92.0,New Fowlis
W,604467,NT,88452,40630,    92.0,New Heaton
W,604468,SO,55207,54753,   170.0,New House Farm
W,604469,SD,75927,64043,   207.0,New House Pasture
W,604470,SJ,34112,34709,   138.0,New Marton pil pub s3110 K Stevens 05 04
W,604471,SE,01383,66375,   396.0,New Pasture Edge
W,604472,ST,49009,10029,  8888.0,New Plantation
W,604473,SK,80447,94080,     2.0,New Ville
W,604474,NY,13288,89766,   234.0,Newbigging Hill
W,604475,TM,26882,43049,    25.0,Newbourn Estates
W,604476,NZ,50485,13229,    82.0,Newby
W,604477,SN,39139,25289,   238.0,Newchurch
W,604478,ST,46254,97415,   254.0,Newchurch
W,604479,SO,20245,50570,   425.0,Newchurch Hill
W,604480,SE,84226,50858,   204.0,Newcoat Fields
W,604481,NJ,90016,25173,   104.0,Newcraig
W,604482,ST,00494,78607,   130.0,Newforest
W,604483,SE,16729,30031,   205.0,Newhall
W,604484,SO,90606,60745,    83.0,Newland Farm
W,604485,TQ,37642,02627,    83.0,Newlands Barn
W,604486,NX,73224,48572,   183.0,Newlaw
W,604487,NZ,05737,07412,   447.0,Newsham Moor pil S4320 G Jones
W,604488,NH,66935,39764,   202.0,Newton
W,604489,SK,82208,73368,    29.0,Newton
W,604490,TA,39065,21719,  8888.0,Newton Nm  See Dimlington
W,604491,SD,71480,47487,   395.0,Newton Fell
W,604492,SJ,48954,60275,    42.0,Newton Hall Farm pil pri s3112 K Stevens
W,604493,SD,85835,58744,   292.0,Newton Moor
W,604494,SM,98666,08008,    98.0,Newton Mountain
W,604495,NZ,77682,14198,   224.0,Newton Mulgrave Moor
W,604496,NT,90812,26924,   537.0,Newton Tors
W,604497,SD,51968,48556,   215.0,Nickey Nook
W,604498,NH,82837,71315,   203.0,Nigg Pub Pil
W,604499,NU,24786,10949,    48.0,Night Fold Field
W,604500,SN,40676,08999,   192.0,Nimpwll
W,604501,NY,82544,06109,   662.0,Nine Standards Rigg 10803 T Courtney
W,604502,TQ,69988,12741,    87.0,Ninfield Resr
W,604503,SP,50477,51891,   190.0,Nippets
W,604504,NB,09001,35458,   136.0,Nisa Mhor
W,604505,SK,29308,08676,   126.0,No Mans Heath
W,604506,SS,47800,38123,   137.0,No Mans Land
W,604507,TQ,84786,89267,    38.0,Nobles Green
W,604508,TF,04877,63407,    42.0,Nocton Heath
W,604509,SD,45186,53662,    24.0,Norbrick
W,604510,SJ,55204,47246,   112.0,Norbury Resr Pri pil S4754 K Stevens
W,604511,SN,07291,00087,   109.0,Norchard Beacon
W,604512,TF,55021,01496,     4.0,Nordelph
W,604513,SO,69431,96630,   137.0,Nordley
W,604514,SE,05494,21438,   285.0,Norland Moor
W,604515,NO,30501,20229,   286.0,Normans Law
W,604516,SK,96023,46664,   114.0,Normanton Hill
W,604517,SE,10173,36369,   262.0,Norr Hill
W,604518,SE,20589,22701,   124.0,Norristhorpe
W,604519,SC,44278,90927,   565.0,North Barrule
W,604520,TF,90910,36697,    80.0,North Barsham
W,604521,NT,55635,84222,   187.0,North Berwick Law
W,604522,NS,84680,83593,    56.0,North Broomage
W,604523,NO,43623,15735,   166.0,North Clatto
W,604524,TQ,38818,21535,    75.0,North Common
W,604525,TA,04509,74400,   134.0,North Cotes
W,604526,SO,28106,30770,   611.0,North Daren s7276 T Courtney
W,604527,SW,70837,44519,   119.0,North Downs
W,604528,TF,28985,90197,   124.0,North Elkington
W,604529,SU,73051,92342,   213.0,North End
W,604530,SU,82399,04981,     9.0,North Farm
W,604531,SX,57873,74216,   517.0,North Hessary Tor
W,604532,NS,23872,48061,   243.0,North Hill
W,604533,ST,57328,67040,   165.0,North Hill
W,604534,SY,47987,90689,   115.0,North Hill
W,604535,NT,45006,62392,   217.0,North Kippit Hill
W,604536,NF,93073,66371,   251.0,North Lee
W,604537,SP,38233,12927,   138.0,North Leigh Pub Pil G Nelson 02
W,604538,SS,77968,32459,   435.0,North Molton Ridge
W,604539,SE,08471,56428,   319.0,North Nab
W,604540,SM,88158,07765,    69.0,North Neeston
W,604541,TQ,59644,85435,    41.0,North Ockendon
W,604542,SU,98358,01718,     5.0,North Park
W,604543,TF,85263,06366,    57.0,North Pickenham
W,604544,SY,51548,98045,   155.0,North Poorton
W,604545,HY,75384,53238,    21.0,North Ronaldsay
W,604546,TQ,92267,86332,    10.0,North Shoebury
W,604547,NY,58257,05289,   339.0,North Side
W,604548,NH,81366,69045,   152.0,North Sutor
W,604549,NB,52867,47353,   118.0,North Tolsta
W,604550,TF,19668,84900,   130.0,North Walk Farm
W,604551,TL,50527,04000,   107.0,North Weald Wireless Station
W,604552,TF,15676,97840,   132.0,North Wold Farm
W,604553,SK,33093,79199,   232.0,Northern Common
W,604554,NO,42977,28442,    94.0,Northfield
W,604555,SU,72502,04160,  8888.0,Northney Road Nm
W,604556,SE,21655,21647,    69.0,Northorpe
W,604557,SS,37609,23609,   181.0,Northway Farm
W,604558,TQ,75915,83990,     2.0,Northwick
W,604559,SJ,89683,50859,   179.0,Norton rem K Stevens
W,604560,SK,53104,72496,   101.0,Norwood
W,604561,TQ,24357,43666,    98.0,Norwoodhill S3280 Pub Pil Pass 02
W,604562,ND,37656,54326,    43.0,Noss Farm
W,604563,HU,55384,39886,   181.0,Noss Head
W,604564,SK,21667,66169,   209.0,Noton Barn S4183 T Courtney
W,604565,HY,39199,49744,    76.0,Noup Head
W,604566,TQ,20146,54976,   187.0,Nower Wood
W,604567,SU,66883,87332,   212.0,Nuffield Pub Pil Jd 02
W,604568,SP,38443,91674,    95.0,Nuneaton Field
W,604569,NZ,54177,16165,   140.0,Nunthorpe Resr
W,604570,NS,74357,33856,   522.0,Nutberry Hill
W,604571,NY,13363,76659,   120.0,Nutholm Hill
W,604572,ST,45781,50394,    77.0,Nyland Hill
W,604573,SO,17049,60691,   539.0,Nyth Grug
W,604574,SO,34976,87433,   309.0,Oakeley Mynd
W,604575,SK,27120,61303,   194.0,Oaker Hill
W,604576,SO,34631,46033,   148.0,Oakers Hill
W,604577,SJ,61546,22267,    76.0,Oakhouse Farm
W,604578,TL,41108,66545,    11.0,Oakington Mh
W,604579,SU,44029,19878,  8888.0,Oakmount
W,604580,SU,74354,27216,   244.0,Oakshott
W,604581,SK,08366,30975,   141.0,Oaktree Farm
W,604582,NX,32705,74103,   184.0,Ochiltree
W,604583,TQ,30895,54294,   202.0,Ockley Hill
W,604584,TA,01198,69462,   163.0,Octon
W,604585,SU,73301,50392,   131.0,Odiham Firs
W,604586,SO,75274,25429,    43.0,Okle Green
W,604587,TM,06646,94111,    52.0,Old Buckenham
W,604588,NZ,34632,39239,   194.0,Old Cassop
W,604589,NJ,57586,51362,   231.0,Old Crombie
W,604590,SU,59978,48746,   157.0,Old Down
W,604591,NU,02253,14143,   315.0,Old Fawdon Hill pub pil S3549 G Jones 04
W,604592,TQ,43588,56322,   252.0,Old Fort
W,604593,SD,66655,12118,   339.0,Old Harpers pil s2798 I Smith 11 04
W,604594,SO,81301,61542,    69.0,Old Hill Farm
W,604595,SE,10732,18850,   265.0,Old Lindley Moor
W,604596,NS,48986,69031,    28.0,Old Mains
W,604597,SK,35256,29482,    63.0,Old Manor Farm
W,604598,SP,30361,67538,    74.0,Old Milverton
W,604599,SX,49467,53630,    33.0,Old Stack
W,604600,SU,64060,20558,   198.0,Old Winchester Hill
W,604601,TR,06731,55544,   121.0,Old Wives Lees
W,604602,NJ,81685,27324,   150.0,Oldmeldrum
W,604603,SU,84019,07313,    34.0,Oldwick Farm
W,604604,SU,03493,00847,    63.0,Olivers House
W,604605,TQ,17801,84069,    54.0,One Tree Hill Rec Bm3388 Pub Pil Jd 02
W,604606,TL,12339,89463,    63.0,Ongutein Manor
W,604607,HY,47015,28783,    35.0,Onziebist
W,604608,NT,52047,15270,   197.0,Orchardhill
W,604609,SO,46621,28258,   293.0,Orcop Hill
W,604610,NH,89169,08530,   428.0,Ord Ban
W,604611,NJ,64808,05153,   333.0,Ordie
W,604612,NJ,52082,43329,   249.0,Ordiquhill
W,604613,SK,72080,80209,    28.0,Ordsall Hill S4923 T Courtney
W,604614,NT,41890,66982,   144.0,Ormiston Mains
W,604615,NT,22361,88486,   205.0,Orrock Hill
W,604616,NR,16350,51483,    24.0,Orsay
W,604617,SK,77029,40447,    37.0,Orston S4652 Pub Pil Pass 02
W,604618,SO,87710,94893,   163.0,Orton Hill
W,604619,NM,33365,99110,   571.0,Orval (Rhum)
W,604620,TL,37242,51230,    70.0,Orwell S5059 Pri Pil Pass 02
W,604621,TF,30213,78720,   150.0,Oslears Lane
W,604622,SK,76675,64782,    56.0,Ossington
W,604623,SJ,29677,29917,   145.0,Oswestry Station pil pub s3121 K Stevens 05 04
W,604624,TL,50515,83585,    17.0,Otter Bush Farm
W,604625,SX,43580,75552,   177.0,Ottery
W,604626,TG,15308,27111,    48.0,Oulton
W,604627,SE,12062,75137,   443.0,Ouster Bank
W,604628,HU,68991,72201,    53.0,Out Skerries
W,604629,SK,17703,96973,   542.0,Outer Edge pil pub s1771 K Stevens 07 04
W,604630,HU,51547,72608,    91.0,Outrabister
W,604631,TQ,33246,45539,   121.0,Outwood pil pub s2135 JD 06 04
W,604632,TL,37300,70122,    14.0,Over
W,604633,NT,68155,30682,   103.0,Over Roxburgh
W,604634,SE,08195,46680,   384.0,Overgate Croft Farm
W,604635,SJ,61052,10476,   142.0,Overley Hill
W,604636,SP,09594,55421,   105.0,Oversley
W,604637,SO,66600,87219,   214.0,Overton
W,604638,SO,73031,10199,    62.0,Overton
W,604639,SD,43575,57693,    31.0,Overton Hall
W,604640,NT,67577,20742,   217.0,Overwells
W,604641,TF,07926,93732,    31.0,Owersby Top
W,604642,NZ,21327,36737,  8888.0,Ox Close Farm Nm
W,604643,SK,28021,83134,   420.0,Ox Stones pil pub s2159 K Stevens
W,604644,NZ,07070,45768,   346.0,Oxen Law
W,604645,SO,97324,31443,   224.0,Oxenton
W,604646,TQ,10468,92481,   132.0,Oxhey Wood Lodge
W,604647,SP,04694,21783,   287.0,Oxleaze
W,604648,SS,50532,85632,    86.0,Oxwich
W,604649,SO,72372,41819,   211.0,Oyster Hill
W,604650,NG,67150,26989,    28.0,Pabay
W,604651,NO,41931,51482,    74.0,Padanaram
W,604652,SX,31465,61049,   129.0,Padderbury
W,604653,TR,19999,39527,   187.0,Paddlesworth S2044 Pub Pil Pass 02
W,604654,SJ,50205,32238,   110.0,Paddolgreen
W,604655,NS,84859,28535,   389.0,Pagie Hill
W,604656,SO,86823,12097,   284.0,Painswick Hill pil pub s5301 K Stevens
W,604657,SU,07631,23731,   170.0,Pale Ash
W,604658,NO,39246,94379,   601.0,Pananich Hill
W,604659,SX,92394,95297,   158.0,Panorama
W,604660,SN,29416,14618,    61.0,Pant Dwfn
