I  GPSU 4.15
W EW3737 NY 14905 15528 C     590.0 Little Dodd (Ennerdale) (B)
W EW3797 NY 13200 19200 C     362.0 Little Dodd (Loweswater) (B)
W EW3814 NY 33712 20414 C     785.0 Little Dodd (St John's Common) (B)
W EW3719 NY 38518 30074 C     335.0 Little Eycott Hill (B)
W EW2409 NY 14018 10971 C     733.0 Little Gowder Crag (N,B)
W EW2566 NY 38728 10038 C     637.0 Little Hart Crag West Top (Hew,N,W,B)
W EW3821 NY 46912 09440 C     681.0 Little Harter Fell (B)
W EW3851 NY 42202 22781 C     404.0 Little Meldrum (B)
W EW2598 NY 42324 24017 C     505.0 Little Mell Fell (Ma,W,5,B)
W EW3701 NY 28944 34208 C     635.0 Little Sca Fell (B)
W EW2403 NY 25038 03390 C     740.0 Little Stand (sHew,N,B)
W EW2591 NY 53212 07172 C     516.0 Little Yarlside (WO,B)
W EW2556 NY 45686 18122 C     671.0 Loadpot Hill (Hew,N,W,B)
W EW2430 NY 27746 07137 C     680.0 Loft Crag (sHew,N,W,B)
W EW3884 SD 29798 98974 C     421.0 Long Crag - Yewdale Fells (B)
W EW2326 NY 24878 28447 C     734.0 Long Side (Hew,N,W,B)
W EW2350 NY 27590 35400 C     483.0 Longlands Fell (W,B)
W EW2327 NY 28541 27167 C     715.0 Lonscale Fell (Hew,N,W,B)
W EW3699 NY 28883 27296 C     703.0 Lonscale Pike (B)
W EW2449 NY 18632 11795 C     627.0 Looking Stead (Pillar) (sHew,N,B)
W EW2345 NY 20430 26560 C     552.0 Lord's Seat (Ma,W,5,B)
W EW2587 NY 51844 06598 C     524.0 Lord's Seat (Crookdale) [Lord's Seat - High House Fell] (WO,5,B)
W EW3718 NY 20286 29666 C     345.0 Lothwaite (B)
W EW2507 NY 34696 05141 C     335.0 Loughrigg Fell (Ma,W,B)
W EW3857 NY 41062 19051 C     373.0 Low Birk Fell (B)
W EW2493 NY 13723 22634 C     423.0 Low Fell (Ma,W,B)
W EW3835 NY 37454 21524 C     497.0 Low How (B)
W EW3825 NY 47438 16476 C     572.0 Low Kop (B)
W EW2688 SD 30150 90090 C     250.0 Low Light Haw (WO)
W EW3772 NY 10466 18950 C     435.0 Low Pen (B)
W EW2596 NY 37368 07842 C     508.0 Low Pike (W,B)
W EW3817 NY 45600 13700 C     754.0 Low Raise (B)
W EW2435 NY 28802 13310 C     656.0 Low Saddle (sHew,N,B)
W EW3731 NY 28203 10036 C     731.0 Low White Stones (B)
W EW3889 SD 30284 99274 C     372.0 Low Wythow (B)
W EW3748 NY 12101 20606 C     519.0 Loweswater End - Carling Knott (B)
W EW3780 NY 13600 22278 C     412.0 Loweswater Fell (B)
W EW2702 SD 15360 81900 C     189.0 Lowscales Hill (sMa,Hu)
W EW3564 NY 27831 34741 C     509.0 Lowthwaite Fell (5,B)
W EW2461 NY 23673 18202 C     575.0 Maiden Moor (W,B)
W EW2541 NY 44764 10121 C     760.0 Mardale Ill Bell (xN,W,B)
W S10081 NY 43600 19200 C     230.0 Martindale Church carpk (S)
W EW2346 NY 28196 33755 C     550.0 Meal Fell (W,5,B)
W EW3572 NY 14300 19465 C     509.0 Mellbreak North Top (5,B)
W EW2479 NY 14860 18615 C     512.0 Mellbreak [Mellbreak South Top] (Ma,W,5,B)
W EW3759 NY 28784 15812 C     484.0 Middle Crag (B)
W EW2564 NY 39739 09575 C     654.0 Middle Dodd (W,B)
W EW2459 NY 15077 07226 C     582.0 Middle Fell (W,5,B,Hu)
W EW2375 NY 15790 11445 C     835.0 Middle Scoat fell (xN)
W EW2421 NY 21350 08065 C     703.0 Middleboot Knotts (N)
W EW2343 NY 30365 33896 C     609.0 Miller Moss [Little Lingy Hill] (xN,B)
W EW3704 NY 32904 34126 C     607.0 Miton Hill (B)
W EW2694 SD 11208 98317 C     231.0 Muncaster Fell - Hooker Crag (Ma,WO)
W EW2340 NY 31055 29230 C     633.0 Mungrisdale Common (W)
W EW2492 NY 09460 19065 C     447.0 Murton Fell [Knock Murton] (sMa,B,Hu)
W EW2611 NY 35560 07328 C     450.0 Nab Scar (W,B)
W EW2606 NY 50300 11100 C     492.0 Nabs Moor (WO)
W EW3328 NY 49244 14314 C     435.0 Naddle High Forest [nameless - Naddle Horseshoe] (WO,B)
W EW3848 NY 50218 14985 C     426.0 Naddle Low Forest (B)
W EW3324 NY 50288 05914 C     541.0 nameless (Bannisdale Horseshoe - Ancrow Brow N) (WO)
W EW3327 NY 47335 04235 C     411.0 nameless (Green Quarter) (WO)
W EW3330 NY 50526 15242 C     395.0 nameless (Naddle Horseshoe - 3) (WO)
W EW3331 SD 48950 99820 C     395.0 nameless (Potter Fell - 1) (WO)
W EW3332 NY 49660 00350 C     390.0 nameless (Potter Fell - 2) (WO)
W EW3333 SD 42845 96720 C     247.0 nameless (School Knott) (WO)
W EW3335 SD 29920 89865 C     229.0 nameless (Top o'Selside - Brock Barrow) (WO)
W EW3689 NY 20950 09970 C     680.0 Napes Needle (xN)
W EW2517 NY 34382 14200 C     891.0 Nethermost Pike (sHew,N,W,B)
W S10065 NY 29532 06462 C      90.0 New Dungeon Ghyll Hotel carpk (S)
W EW2691 SD 39515 84285 C     239.0 Newton Fell North (WO)
W EW3323 SD 41350 81560 C     177.0 Newton Fell South [Dixon Heights] (WO)
W EW2928 NY 42960 11005 C     710.0 North of Thornthwaite Crag (O)
W S10068 NY 28600 06100 C      90.0 Old Dungeon Ghyll Hotel carpk (S)
W EW2690 SD 41420 99360 C     238.0 Orrest Head (WO)
W EW3716 NY 25651 33468 C     348.0 Orthwaite Bank (B)
W EW2464 NY 21110 21455 C     568.0 Outerside (W,5,B)
W EW3784 NY 10060 20952 C     409.0 Owsen Fell (B)
W S10073 NY 39000 16100 C     150.0 Patterdale start of lane (S)
W EW2423 NY 28457 07904 C     700.0 Pavey Ark (N,W,B)
W EW3688 NY 22100 06800 C     762.0 Pen (B,xN)
W EW3726 NY 23603 06840 C     810.0 Pike de Bield (B)
W EW2419 NY 27119 04214 C     705.0 Pike of Blisco (Ma,Hew,N,W,B)
W EW2417 NY 27399 07360 C     709.0 Pike of Stickle (Hew,N,W,B)
W EW2658 SD 23756 94745 C     469.0 Pikes (WO,B)
W EW2368 NY 17127 12104 C     892.0 Pillar (Ma,Hew,N,W,B)
W EW2377 NY 16597 11664 C     828.0 Pillar - Black Crag (Hew,N,B)
W EW2390 NY 17155 12379 C     780.0 Pillar Rock (N,B)
W EW3854 NY 49709 16708 C     383.0 Pinnacle Howe (B)
W EW2561 NY 40561 16952 C     657.0 Place Fell (Ma,Hew,N,W,B)
W EW3874 SD 16166 91182 C     448.0 Plough Fell (B)
W EW2509 NY 08200 07100 C     315.0 Ponsonby Fell (WO,B)
W EW3842 NY 50466 13516 C     465.0 Powleys Hill (B)
W EW2520 NY 34287 17420 C     883.0 Raise (Hew,N,W,B)
W EW2532 NY 44273 12818 C     792.0 Rampsgill Head (Hew,N,W,B)
W EW3818 NY 34868 21076 C     729.0 Randerside (B)
W EW2502 NY 16730 18250 C     355.0 Rannerdale Knotts (W,B)
W EW2487 NY 30348 18761 C     461.0 Raven Crag (W,B)
W EW2705 SD 41200 87900 C     152.0 Raven's Barrow [Cartmel Fell] (WO)
W EW3334 SD 22370 92926 C     361.0 Raven's Crag [nameless (Stickle Pike - Raven's Crag)] (WO,B)
W S10051 NY 23500 29600 C     100.0 Ravenstone Hotel layby (S)
W EW2414 NY 24274 09712 C     721.0 Red Beck Top [Glaramara South Top][Lincomb Head - Glaramara] (Hew,N,B)
W EW3820 NY 45024 15180 C     711.0 Red Crag (B)
W EW3766 NY 22106 17966 C     452.0 Red Knott (B)
W EW2399 NY 16054 15455 C     755.0 Red Pike (Buttermere) (Hew,N,W,B)
W EW2378 NY 16516 10589 C     826.0 Red Pike (Wasdale) (Hew,N,W,B)
W EW2538 NY 39662 08757 C     776.0 Red Screes (Ma,Hew,N,W,B)
W EW2553 NY 43272 13707 C     696.0 Rest Dodd (Hew,N,W,B,Hu)
W EW2632 SD 46000 98800 C     255.0 Reston Scar (WO)
W EW3720 NY 19789 29436 C     335.0 Rivings (B)
W EW2604 NY 53040 05862 C     493.0 Robin Hood (WO,B)
W EW2405 NY 20180 16875 C     737.0 Robinson (Ma,Hew,N,W,B)
W EW2437 NY 24915 07570 C     651.0 Rossett Pike (Hew,N,W,B)
W EW2467 NY 25833 12479 C     551.0 Rosthwaite Fell - Bessyboot (W,5,B)
W EW2453 NY 25587 11831 C     612.0 Rosthwaite Fell [Rosthwaite Cam] (sHew,N,B)
W EW2672 SD 16104 97766 C     319.0 Rough Crag (Birker Moor) (WO,B)
W EW2568 NY 45423 11242 C     628.0 Rough Crag (Riggindale) (Hew,N,B)
W EW2402 NY 21860 08110 C     741.0 Round How (sHew,N)
W EW3853 NY 39200 20800 C     387.0 Round How (B)
W EW3705 NY 33437 33734 C     603.0 Round Knott (B)
W EW3773 NY 22934 20696 C     433.0 Rowling End (B)
W S10075 NY 36400 06300 C      80.0 Rydal Mount lane (S)
W S10077 NY 40174 11243 C     195.0 S of Brothers Water layby (S)
W EW2393 NY 19816 20285 C     773.0 Sail (Hew,N,W,B)
W EW2503 NY 19441 29662 C     359.0 Sale Fell (W,B,Hu)
W EW2334 NY 27620 28623 C     666.0 Sale How (N,B)
W EW2590 NY 43656 03984 C     516.0 Sallows (W,5,B)
W EW2398 NY 18710 21867 C     756.0 Sand Hill (N,B)
W EW5288 NY 26672 39835 C     373.0 Sandale Hill (Hu)
W EW2360 NY 20691 06483 C     964.0 Scafell (xMa,Hew,N,W,B,Hu)
W EW2359 NY 21555 07210 C     978.0 Scafell Pike (Ma,Hew,N,W,B,CoH,CoA,CoU)
W EW3802 NY 14900 17700 C     338.0 Scale Knott (B)
W EW2629 NY 51900 15300 C     338.0 Scalebarrow Knott (WO,B)
W S10050 NY 34000 26800 C     220.0 Scales layby (S)
W EW2432 NY 20853 20668 C     672.0 Scar Crags (Hew,N,W,B)
W EW3770 NY 22608 04944 C     439.0 Scar Lathing (B)
W EW2693 SD 42545 97420 C     232.0 School Knott (WO)
W EW2373 NY 16003 11389 C     841.0 Scoat Fell (Hew,N,W,B)
W EW3781 NY 22395 18306 C     412.0 Scope End (B)
W EW5293 SD 56500 82600 C     285.0 Scout Hill (Hu)
W EW5296 SD 48681 92221 C     235.0 Scout Scar (Hu)
W EW2692 SD 48660 91980 C     233.0 Scout Scar (WO)
W EW3566 NY 18546 13426 C     561.0 Seat (5,B)
W EW2676 SD 16547 97109 C     311.0 Seat How (Birker Moor) (WO,B)
W EW3710 NY 21300 25600 C     496.0 Seat How (Thornthwaite) (B)
W EW2592 NY 52600 11400 C     515.0 Seat Robert (WO,5,B)
W EW2545 NY 34420 11528 C     736.8 Seat Sandal (Ma,Hew,N,W,B)
W EW2427 NY 13963 08402 C     692.0 Seatallan (Ma,Hew,N,W,B)
W EW2456 NY 22903 10182 C     601.0 Seathwaite Fell (Wainwright summit) (W,B)
W EW2448 NY 22778 09416 C     631.0 Seathwaite Fell South Top (N)
W EW2446 NY 22734 09710 C     632.0 Seathwaite Fell [Great Slack - Seathwaite Fell] (Hew,N,B)
W S10069 NY 23500 12200 C     130.0 Seathwaite roadside (S)
W EW2563 NY 49030 11168 C     655.0 Selside Pike (Hew,N,W,B)
W EW2407 NY 28643 08891 C     736.0 Sergeant Man (xN,W,B)
W EW2463 NY 27391 11386 C     571.0 Sergeant's Crag (W,5,B)
W EW3760 NY 10706 20102 C     482.0 Sharp Knott (B)
W EW2554 NY 36912 18188 C     675.0 Sheffield Pike (Hew,N,W,B)
W EW2380 NY 24974 05348 C     815.0 Shelter Crags (Hew,N,B)
W EW2391 NY 24920 05730 C     775.0 Shelter Crags North Top (N)
W EW2574 NY 47262 06308 C     587.0 Shipman Knotts (W,B)
W EW3756 NY 28921 15367 C     491.0 Shivery Knott (B)
W EW3798 NY 29316 05372 C     362.0 Side Pike (B)
W EW2499 NY 32482 06648 C     395.0 Silver How (W,B)
W EW3788 NY 22179 03900 C     395.0 Silverybield (B)
W EW3803 NY 24484 20568 C     338.0 Skelgill Bank (B)
W EW2319 NY 26042 29085 C     931.0 Skiddaw (Ma,Hew,N,W,B)
W EW2349 NY 24440 27350 C     502.0 Skiddaw - Dodd (W,5,B,Hu)
W EW3696 NY 26866 27584 C     815.0 Skiddaw - Lesser Man (B)
W EW2321 NY 26680 27786 C     865.0 Skiddaw Little Man (Hew,N,W,B)
W EW3692 NY 26066 28838 C     928.0 Skiddaw Middle Top (B)
W EW3694 NY 26060 29224 C     922.0 Skiddaw North Top (B)
W EW3693 NY 26048 28578 C     925.0 Skiddaw South Top (B)
W EW5291 NY 48700 01500 C     429.0 Sleddale Forest (Hu)
W EW2597 NY 53548 09454 C     506.0 Sleddale Pike (WO,B)
W EW3855 NY 42192 18759 C     378.0 Sleet Fell (B)
W EW2397 NY 20990 05010 C     762.0 Slight Side (xN,W,B)
W EW3790 NY 13322 23722 C     392.0 Smithy Fell (B)
W EW2609 NY 42768 03218 C     483.0 Sour Howes (W,B)
W EW3782 NY 13471 23364 C     411.0 Sourfoot Fell (B)
W EW2348 NY 35472 29142 C     522.0 Souther Fell (W,5,B)
W EW3573 NY 40614 08374 C     593.0 St Raven's Edge (5,B)
W EW2527 NY 36929 13410 C     841.0 St Sunday Crag (Ma,Hew,N,W,B)
W EW2354 NY 19603 37670 C     285.0 St. John's Hill [Caermote Hill N Top] (WO)
W EW2652 SD 15259 94266 C     498.0 Stainton Pike (WO,B)
W EW3735 NY 29634 13414 C     611.0 Standing Crag (B)
W EW3898 SD 30960 90830 C     316.0 Stang Hill (B)
W EW2445 NY 14189 15760 C     633.0 Starling Dodd (Hew,N,W,B)
W EW2684 SD 38950 86860 C     265.0 Staveley Fell (WO)
W EW2466 NY 31942 11156 C     553.0 Steel Fell [Dead Pike - Steel Fell] (W,5,B)
W EW2615 NY 44028 18122 C     432.0 Steel Knotts [Pikeawassa - Steel Knotts] (W,B)
W EW2379 NY 15739 11678 C     819.0 Steeple (sHew,N,W,B)
W EW2663 SD 21200 92800 C     375.0 Stickle Pike (WO,B,Hu)
W EW3768 NY 22068 21920 C     447.0 Stile End (B)
W EW2601 NY 34735 09215 C     500.0 Stone Arthur (W,B)
W EW3808 NY 07800 07800 C     322.0 Stone Pike (B)
W EW3882 SD 14594 89276 C     422.0 Stoneside Hill (B)
W EW3729 NY 24980 04114 C     765.0 Stonesty Pike (B)
W EW2540 NY 41865 09997 C     763.0 Stony Cove Pike [Caudale Moor] (Ma,Hew,N,W,B)
W EW2657 SD 15148 87371 C     472.0 Stoupdale Head (WO,B)
W EW2522 NY 35060 14925 C     863.0 Striding Edge (sHew,N)
W EW2526 NY 34305 18920 C     843.0 Stybarrow Dodd (Hew,N,W,B)
W EW3801 NY 08000 08400 C     345.0 Swainson Knott (B,Hu)
W EW3804 NY 06478 12042 C     335.0 Swarth Fell (Kinniside) (B)
W EW3830 NY 45437 19538 C     545.0 Swarth Fell (Ullswater) (B)
W S10083 NY 51600 13300 C     260.0 Swindale Head roadside (S)
W EW3783 NY 31364 07178 C     411.0 Swinescar Pike (B)
W EW3827 NY 37910 19720 C     553.0 Swineside Knott (B)
W EW3325 NY 50072 04908 C     555.0 Swinklebank Crag [Ancrow Brow] [nameless - Bannisdale Horseshoe] (WO,5,B)
W EW2513 NY 24340 22445 C     244.0 Swinside (Ma)
W EW3752 NY 17667 23924 C     509.0 Swinside (B)
W EW2635 NY 27277 00550 C     802.0 Swirl How (Hew,N,W,B,Hu)
W EW2361 NY 20790 06755 C     959.0 Symonds Knott (sHew,N)
W EW3711 NY 20629 25336 C     493.0 Tarbarrel Moss (B)
W EW2468 NY 30320 09310 C     550.0 Tarn Crag (Easedale) (W,B)
W EW2559 NY 48840 07828 C     664.0 Tarn Crag (Sleddale) (Ma,Hew,N,W,B)
W EW2335 NY 34045 31046 C     665.0 Tarn Crags Top [Bowscale Fell East Top] (xN,B)
W EW2675 SD 20800 92100 C     313.0 Tarn Hill (WO,B)
W EW3769 NY 30224 19306 C     446.0 The Benn (B)
W EW3326 NY 52770 03560 C     528.0 The Forest [Borrowdale Head] [nameless - Bannisdale Horseshoe] (WO,5,B)
W EW3831 NY 40422 17646 C     542.0 The Knight (B)
W EW2680 SD 22400 92000 C     284.0 The Knott (WO)
W EW2544 NY 43702 12685 C     739.0 The Knott (High Street) (xN,W,B)
W EW2670 SD 14372 95158 C     331.0 The Knott (Stainton Fell) (WO,B)
W EW2577 NY 43426 15210 C     576.0 The Nab (W,5,B)
W EW2634 SD 27237 97827 C     803.0 The Old Man of Coniston (Ma,Hew,N,W,B,CoH)
W EW2664 SD 18628 93408 C     370.0 The Pike (WO,B)
W EW3707 NY 34400 30200 C     553.0 The Tongue (B)
W EW3730 NY 18388 19636 C     732.0 Thirdgill Head Man (B)
W EW3734 NY 28041 07286 C     642.0 Thorn Crag (B)
W EW2535 NY 43156 10063 C     784.0 Thornthwaite Crag (Hew,N,W,B)
W S10056 NY 22600 24800 C      90.0 Thornthwaite lane to farm layby (S)
W EW3738 NY 24542 11844 C     574.0 Thornythwaite Fell (B)
W EW3833 NY 33016 23032 C     514.0 Threlkeld Knotts (B)
W EW3785 NY 22711 04358 C     404.0 Throstlehow Crag (B)
W EW2413 NY 27975 07990 C     723.0 Thunacar Knott (sHew,N,W,B)
W EW2620 NY 51230 02062 C     401.0 Todd Fell (WO,B)
W EW3863 SD 30805 91862 C     334.0 Top O'Selside (WO,B)
W EW2667 SD 30895 91910 C     335.0 Top O'Selside (Ma)
W EW2695 SD 26920 88515 C     236.0 Tottlebank Height (WO)
W EW2626 NY 42240 06425 C     364.0 Troutbeck Tongue (W,B)
W EW2669 SD 51100 99600 C     332.0 Ulgraves (WO)
W EW3562 NY 20944 26020 C     525.0 Ullister Hill (5,B)
W EW2330 NY 24438 28763 C     690.0 Ullock Pike (xN,W,B)
W EW2412 NY 29150 12175 C     726.0 Ullscarf (Hew,N,W,B,Hu)
W EW2600 NY 51454 09316 C     502.0 Ulthwaite Rigg (WO,B)
W S10052 NY 28155 25443 C     300.0 Underscar car pk (S)
W S10078 NY 38000 21900 C     410.0 W of Dockray junction (S)
W S10054 NY 23200 19400 C     150.0 W of Little Town roadside (S)
W EW2500 NY 27680 21280 C     376.0 Walla Crag (W,B)
W EW3329 NY 49638 14944 C     435.0 Wallow Crag [nameless - Naddle Horseshoe 2] (WO,B)
W EW2644 SD 25770 96340 C     621.0 Walna Scar (N,WO,B)
W EW2394 NY 18819 19737 C     772.0 Wandope (Hew,N,W,B)
W EW3838 NY 40374 05266 C     487.0 Wansfell (B,xMa)
W EW3839 NY 39404 04172 C     484.0 Wansfell Pike (B)
W S10060 NY 18700 08700 C      80.0 Wasdale Head open land (S)
W EW2581 NY 53616 08460 C     565.0 Wasdale Pike (WO,B)
W EW2358 NY 15000 31900 C     235.0 Watch Hill (WO)
W EW2355 NY 15915 31815 C     254.0 Watch Hill [Setmurthy Common] (Ma,WO)
W EW3721 NY 24059 30402 C     333.0 Watches (B)
W S10066 NY 27600 16400 C     270.0 Watendlath carpark (S)
W EW3750 NY 28902 14840 C     515.0 Watendlath Fell (B)
W EW2677 SD 15382 97486 C     305.0 Water Crag (WO,B)
W EW3849 NY 42456 23338 C     424.0 Watermillock Fell (B)
W EW2534 NY 33567 19565 C     789.0 Watson's Dodd (W,B)
W EW2557 NY 45576 16762 C     670.0 Wether Hill (N,W,B)
W EW2927 NY 45500 16300 C     673.0 Wether Hill (B&L GR) (O)
W EW2640 NY 28819 01111 C     763.0 Wetherlam (sMa,Hew,N,W,B,Hu)
W EW2608 NY 54208 06132 C     485.0 Whatshaw Common (WO,B)
W EW3800 NY 20000 02300 C     353.0 Whin Crag (Eskdale) (B)
W EW2473 NY 15100 03535 C     535.0 Whin Rigg (Wasdale) (W,5,B)
W S10057 NY 19154 24539 C     270.0 Whinlatter Pass (S)
W EW3563 NY 19685 24908 C     525.0 Whinlatter Top (5,B)
W EW2477 NY 19109 25142 C     517.0 Whinlatter [Brown How - Whinlatter] (W,B)
W EW2697 SD 44175 87045 C     215.0 Whitbarrow - Lord's Seat (Ma,WO)
W EW2662 SD 15455 86288 C     417.0 White Combe (WO,B)
W EW3899 SD 15572 85594 C     311.0 White Hall Knott (B)
W EW3712 NY 27147 32391 C     465.0 White Hause (B)
W EW2586 NY 52363 04197 C     530.0 White Howe (Bannisdale) (WO,5,B)
W EW2645 SD 25432 95706 C     610.0 White Maiden (sHew,N,B)
W EW2659 SD 15063 95637 C     442.0 White Pike (Birkby Fell) (WO,B)
W EW3868 SD 24900 95600 C     598.0 White Pike (Seathwaite) (B)
W EW2523 NY 33792 16670 C     863.0 White Side (Hew,N,W,B)
W EW3740 NY 26052 06055 C     568.0 White Stones - The Band (B)
W EW2434 NY 18023 18978 C     660.0 Whiteless Pike (Hew,N,W,B)
W EW2415 NY 17528 22103 C     719.0 Whiteside East Top [Whiteside] (Hew,N,B)
W EW2622 NY 52076 01520 C     397.0 Whiteside Pike (WO,B)
W EW2418 NY 17046 21952 C     707.0 Whiteside [Whiteside West Top] (N,W,B)
W EW2647 SD 15882 92984 C     573.0 Whitfell (Ma,WO,5,B)
W EW3751 NY 09941 12866 C     511.0 Whoap (B)
W EW2654 SD 15675 95447 C     487.0 Woodend Height (WO,B)
W EW2698 SD 27270 89625 C     223.0 Wool Knott (WO)
W EW3862 NY 31602 20156 C     311.0 Wren Crag (B)
W EW3743 NY 28001 04065 C     545.0 Wrynose Fell - Long Crag (B)
W S10071 NY 27750 02750 C     393.0 Wrynose Pass (S)
W EW3753 NY 31192 12538 C     508.0 Wythburn Fell (B)
W EW2700 SD 26250 90970 C     207.0 Yew Bank (WO)
W EW3755 NY 23211 03076 C     499.0 Yew Bank (B)
W EW2450 NY 17340 08470 C     627.0 Yewbarrow (sMa,Hew,N,W,B,Hu)
W EW2452 NY 17580 09190 C     616.0 Yewbarrow North Top [Stirrup Crag] (Hew,N,B)
W EW2653 SD 15693 95248 C     494.0 Yoadcastle (WO,B)
W EW2551 NY 43777 06739 C     706.0 Yoke (Hew,N,W,B)
